FID,FID_Alabam,MatchType,NumMatch,PrecinctNu,Precinct,Address,City,Zip,County,State,FLD_ZONE,ZONE_SUBTY,x,y
1096,188,ExactMatch,Rooftop,68,New Hope City Hall,5496 Main Drive,New Hope,35760,Madison,Alabama,A, ,-86.394528442562,34.5367573126692
1097,166,ExactMatch,Exact,29,Madison County Nature Trail,5000 Nature Trail Road SE,Huntsville,35803,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5132048599396,34.5974065304199
1098,162,ExactMatch,Rooftop,21,The Dwelling Place,2550 Redstone Road SW,Huntsville,35803,Madison,Alabama,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-86.5771456893709,34.618159152115
1099,161,ExactMatch,Rooftop,20,Aldersgate United Methodist Church,12901 Bailey Cove Road SE,Huntsville,35803,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5369387682384,34.6234615848352
1100,777,ExactMatch,Exact,Woodville,Bob Jones Community Center,13455 CO RD 8,Woodville,35776,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2744265936512,34.627619256286
1101,163,ExactMatch,Rooftop,23,Hillwood Baptist Church,300 Kohler Road SE,Huntsville,35803,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5629931559889,34.6290768149384
1102,160,ExactMatch,Rooftop,19,Weatherly Heights Baptist Church,1306 Cannstatt Drive SE,Huntsville,35803,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5467043921941,34.6432941985282
1103,164,ExactMatch,Rooftop,26,Community Fellowship,7905 Logan Drive SW,Huntsville,35802,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5727130103767,34.6563976801741
1104,783,ExactMatch,Approx,Paint Rock,Senior Citizen Center,251 Knolton St,Paint Rock,35764,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3319048120103,34.6608065508248
1105,156,ExactMatch,Rooftop,15,Willowbrook Baptist Church,7625 Bailey Cove Road SE,Huntsville,35802,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5379916312217,34.6687153441192
1106,159,KnownAlternateName,Exact,18,The Whitesburg Center,7300 Whitesburg Drive,Huntsville,35802,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5674048797155,34.6707065433364
1107,153,ExactMatch,Rooftop,12,Hampton Cove Church of Christ,409 Old Big Cove Road,Brownsboro,35741,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.499592870799,34.6773861574621
1108,155,ExactMatch,Rooftop,14,Southwood Presbyterian Church,1000 Carl T. Jones Drive SE,Huntsville,35802,Madison,Alabama,AE, ,-86.5583544880969,34.6868237170223
1109,184,ExactMatch,Exact,62,Gurley Recreation Center,311 3rd Street,Gurley,35748,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.378133646947,34.6903659650558
1110,158,ExactMatch,Rooftop,17,Trinity United Methodist Church,607 Airport Road SW,Huntsville,35802,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.570508111794,34.6907948173463
1111,176,ExactMatch,Rooftop,49,All Nations Church,3614 Drake Avenue SW,Huntsville,35805,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6188174561432,34.7008045774425
1112,154,ExactMatch,Rooftop,13,Covenant Presbyterian Church,301 Drake Avenue SE,Huntsville,35802,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5664950515372,34.7056683205705
1113,179,ExactMatch,Exact,54,Sherwood Baptist Church,6600 Old Madison Pike NW,Huntsville,35806,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6670049105845,34.7130065479901
1114,175,ExactMatch,Exact,46,West Huntsville Baptist Church,2211 Triana Boulevard SW,Huntsville,35805,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6088159243089,34.7177762013401
1115,147,ExactMatch,Rooftop,4,First Baptist Church,600 Governors Drive SW,Huntsville,35801,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5879565485441,34.7206906027883
1116,157,ExactMatch,Rooftop,16,Westside Community Center,125 Earl Street SW,Huntsville,35805,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.60197175259,34.7216213924094
1117,150,KnownAlternateName,Exact,8,Cornerstone Prebyterian Church,1413 McClung Avenue,Huntsville,35801,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5630838719754,34.7293065555724
1118,151,ExactMatch,Rooftop,9,University Baptist Church,809 Jordan Lane NW,Huntsville,35816,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.628125320632,34.7316120833985
1119,172,ExactMatch,Rooftop,39,Cavalry Hill Community Center,2900 Fairbanks Street NW,Huntsville,35816,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6127597166654,34.7384289454256
1120,152,ExactMatch,Exact,10,Monte Sano United Methodist Church,601 Monte Sano Boulevard SE,Huntsville,35801,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5320048738092,34.7408065592022
1121,195,DirectionSuffixRemoved,Exact,77,Brownsboro Baptist Church,4315 Hwy 72 East,Brownsboro,35741,Madison,Alabama,AE,FLOODWAY,-86.4430495985106,34.7417081730034
1122,177,ExactMatch,Rooftop,50,St. Luke Christian Church,1800 Sparkman Drive NW,Huntsville,35816,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6456729364354,34.7451351854622
1123,146,ExactMatch,Rooftop,3,Jackson Way Baptist Church,1001 Andrew Jackson Way NE,Huntsville,35801,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5773974670936,34.7467449885757
1124,145,ExactMatch,Exact,2,Lincoln Church of Christ,1307 Meridian Street N,Huntsville,35801,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5838589589954,34.7477768085246
1125,148,ExactMatch,Rooftop,5,Optimist Park,703 Oakwood Avenue NE,Huntsville,35811,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5748263565769,34.7503498794215
1126,165,ExactMatch,Approx,27,Oakwood University Church,5500 Adventist Boulevard NW,Huntsville,35896,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6549049094264,34.7512065563328
1127,786,ExactMatch,Approx,Garth,Bama Rain Teen Center,�158 CO ROAD 10,Paint Rock,35764,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.3111048114409,34.7513065703329
1128,178,ExactMatch,Rooftop,51,West Huntsville Church of Christ,1519 Old Monrovia Road NW,Huntsville,35806,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6800357367584,34.7542179859255
1129,167,ExactMatch,Rooftop,31,St. Matthews PB Church,3200 Sparkman Drive NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6119357477718,34.7608403000648
1130,170,ExactMatch,Rooftop,37,House of Hope and Restoration Church,2525 Aspen Avenue NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6347476444305,34.7635830696975
1131,181,ExactMatch,Exact,56,Maysville Church of Christ,3017 Gurley Pike,Gurley,35748,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4187048429783,34.7653474788584
1132,206,ExactMatch,Rooftop,95,Indian Creek Primitive Baptist Church,380 Indian Creek Road,Huntsville,35806,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.688733250006,34.7671040282159
1133,168,ExactMatch,Rooftop,35,First Missionary Baptist Church,3509 Blue Spring Road NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6000186248179,34.7681759620581
1134,174,DirectionPrefixRemoved,Exact,45,Lakewood Community Center,3610 NW Kenwood Drive,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5891048919734,34.7725732334066
1135,182,ExactMatch,Exact,58,Little Indian Creek P.B. Church,884 Indian Creek Road NW,Huntsville,35806,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.687404920539,34.7822779913846
1136,169,ExactMatch,Rooftop,36,Dr. Richard Showers Center,4600 Blue Spring Road NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5977221850337,34.7826870751325
1137,173,ExactMatch,Exact,40,Lewis Chapel C.P. Church,5001 Pulaski Pike NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6164057507077,34.7885836155805
1138,171,ExactMatch,Exact,38,Robert ""Bob"" Harrison Senior Wellness and Advocacy Center,6156 Pulaski Pike NW,Huntsville,35810,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.6203731125644,34.8006924079043
1139,149,ExactMatch,Exact,7,Chase Park Church of Christ,1640 Winchester Road NE,Huntsville,35811,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5142379827872,34.8083333338076
1140,186,KnownAlternateName,Exact,64,Pineview Baptist Church,5614 Highway 53,Harvest,35749,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.7070760095917,34.8396604923463
1141,192,ExactMatch,Rooftop,72,Locust Grove Baptist Church,171 County Lake Road,New Market,35761,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4578753388919,34.8445576735491
1142,194,ExactMatch,Rooftop,76,First Baptist Church of Meridianville,175 Monroe Road,Meridianville,35759,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.5745288230674,34.8598736819229
1143,792,ExactMatch,Exact,Hambrick,Community Center,6236 CO ROAD 3,Princeton,35766,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2981329758234,34.8866089287067
1144,197,ExactMatch,Exact,80,County Commission District #1 Office,9457 Moores Mill Road,New Market,35761,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.527304882112,34.9013768623685
1145,180,ExactMatch,Rooftop,55,New Market Fire Station,146 Jacks Road,New Market,35761,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4281359541126,34.9061154574022
1146,199,ExactMatch,Rooftop,85,Harold Harbin Gym,168 Carriger Road,Hazel Green,35750,Madison,Alabama,A, ,-86.5644961661567,34.9582242224867
1147,193,ExactMatch,Rooftop,73,Plevna/New Market Fire Department,7085 Winchester Road,New Market,35761,Madison,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.4165316441952,34.9623021394003
1148,913,ExactMatch,Approx,14,Grant / Sancutuary On The Mountain,3315 Cathedral Caverns Hwy,Grant,35747,Marshall,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2603047828416,34.5120065229256
1149,914,ExactMatch,Exact,15,Grant Town Hall,4766 Main St,Grant,35747,Marshall,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2559911319288,34.5174484642259
1150,789,ExactMatch,Exact,Macedonia,School,196 CO RD 49,Section,35771,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0019047093678,34.5176023843994
1151,773,ExactMatch,Exact,Langston,City Hall,�9277 CO RD 67,Langston,35755,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0762409518018,34.5379743456652
1152,926,ExactMatch,Exact,29,Wright's / Swearengin Community Center,5104 Swearengin Rd,Scottsboro,35769,Marshall,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.184045524237,34.566068847179
1153,784,ExactMatch,Exact,Section,New City Hall,72 DUTTON RD,Section,35771,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9871380388314,34.5809065481288
1154,776,KnownAlternateName,Exact,Mink Creek,New Hope Methodist Church,3459 AL Hwy 79,Scottsboro,35769,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1115178444676,34.5822506534355
1155,788,ExactMatch,Approx,Dutton,City Hall,69 BROWNTOWN RD,Dutton,35744,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9184046907994,34.6089065566817
1156,795,KnownAlternateName,Exact,Aspel,Jackson County Waterwords Dept,14676 US HWY 72,Scottsboro,35768,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0965720924906,34.6214065521449
1157,781,ExactMatch,Exact,Scottsboro,Rec-Com,�701 S. HOUSTON ST,Scottsboro,35768,Jackson,Alabama,AE, ,-86.0371047281292,34.6663796638409
1158,791,ExactMatch,Exact,Limrock,Fire Hall,3730 CO RD 11,Scottsboro,35768,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.187169221313,34.6713132188295
1159,775,KnownAlternateName,Exact,Larkinsville,Stock Barn - Old Schoolhouse,1902 CO RD 30,Scottsboro,35768,Jackson,Alabama,A, ,-86.0732241296372,34.6864065665341
1160,790,ExactMatch,Exact,Holly Springs,Mount Pleasant Baptist Church,7612 CO RD 8,Woodville,35776,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2473729498324,34.6937555510387
1161,774,ExactMatch,Approx,Tupelo,Pikeville Store,�5182 CO RD 21,Scottsboro,35768,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0433047344613,34.7437065795843
1162,778,ExactMatch,Approx,Trenton,Fire Hall,�70 CO RD 252,Trenton,35774,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2499047936226,34.7455065716151
1163,770,ExactMatch,Exact,Fackler,Fire Hall,30 CO RD 45,Facklet,35746,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.9099146991896,34.7929965951433
1164,782,KnownAlternateName,Exact,Skyline,City Hall,21638 AL HWY 79,Scottsboro,35768,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.1211047600908,34.8006506981992
1165,787,KnownAlternateName,Exact,Hollytree,Hollytree Grocery,11620 AL HWY 65,Hollytree,35751,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2495507469332,34.8028417234468
1166,793,KnownAlternateName,Exact,Princeton,Fire Hall,�14621 AL HWY 65,Princeton,35766,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.2423944873049,34.8433065920694
1167,794,ExactMatch,Exact,Crow,Fire Hall,8548 CO RD 39,Fackler,35746,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0359211189943,34.8556678129922
1168,768,ExactMatch,Exact,Stevenson,City Park,�203 CITY PARK RD,Stevenson,35772,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.8288078597836,34.857796001801
1169,779,ExactMatch,Exact,Estill Fork,Prince's Store,�3939 CO RD 9,Estillfork,35745,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.172266641268,34.9102453386948
1170,785,KnownAlternateName,Exact,Hytop,Hytop City Hall,30332 AL HWY 79,Scottsboro,35768,Jackson,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-86.0834362064538,34.9202442143662
1171,446,ExactMatch,Exact,1-Aug,Asberry Baptist Church,3682 Roy Webb Road,Jacksonville,0,Calhoun,Alabama,A, ,-85.7432045997228,33.8874300526128
1172,447,DirectionPrefixRemoved,Exact,1-Sep,Fire Station,312 North Center Avenue,Piedmont,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6108321036119,33.919091814371
1173,461,ExactMatch,Exact,16-01,Trinity Missionary Baptist Church,542 Vigo Rd,Piedmont,0,Calhoun,Alabama,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-85.5884633574379,33.9232229261005
1174,489,DirectionSuffixRemoved,Exact,Precinct 19,Goshen United Methodist Church,625 Al Hwy 9 S,Piedmont,36272,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.623184687913,33.9329693368251
1175,448,KnownAlternateName,Exact,1-Oct,White Plains Fire Department,12900 AL Highway 9,Piedmont,0,Calhoun,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7469101249637,33.9629889583941
1176,490,KnownAlternateName,Exact,Precinct 20,Spring Garden Volunteer Fire Department,4635 Co Rd 8,Piedmont,36272,Cherokee,Alabama,A, ,-85.5401897170276,33.9849553809768
1177,488,KnownAlternateName,Exact,Precinct 18,Rock Run Church,6575 Co Rd 29,Piedmont,36272,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4937279461216,34.028344741911
1178,485,ExactMatch,Exact,Precinct 16,Congregational Church,4815 Co Rd 14, Centre,35960,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6106774816546,34.0648866050989
1179,483,ExactMatch,Approx,Precinct 14,Shady Grove Church, 6360 Co Rd 5,Leesburg,35983,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7828046231928,34.1057064570106
1180,484,KnownAlternateName,Exact,Precinct 15,Mt. Weisner Volunteer Fire Dept #2, 4375 Co Rd 71,Centre,35960,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7317046087544,34.1088752996597
1181,487,ExactMatch,Exact,Precinct 18,McCord�s Volunteer Fire Department,6600 Co Rd 16,Centre,35960,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4713922246123,34.1162679612903
1182,486,KnownAlternateName,Exact,Precinct 17,Spring Creek Volunteer Fire Department, 6420 Co Rd 22,Centre,35960,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5720797545633,34.1358057015055
1183,481,ExactMatch,Approx,Precinct 11,Leesburg FEMA Building,1900 Lokey Street,Leesburg,35983,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.7615046212586,34.1796064733406
1184,482,KnownAlternateName,Exact,Precinct 13,Ebenezer United Methodist Church,11755 Co Rd 22,Centre,35960,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.5207338523994,34.1813031130557
1185,479,ExactMatch,Approx,Precinct 9,New Hope United Methodist Church,835 Co Rd 115,Cedar Bluff,35959,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.4975045477625,34.2173064915186
1186,478,ExactMatch,Exact,Precinct 8,Cedar Bluff 1st Baptist Church,3500 Old Hwy 9,Cedar Bluff,35959,Cherokee,Alabama,X,AREA OF MINIMAL FLOOD HAZARD,-85.6063279491338,34.2204547579489
